2023-06-21 11:58:02.1723|Info|| "bool connect_devices()" "connecting NDF1" |function_name=bool connect_devices(), message=connecting NDF1 
2023-06-21 13:55:59.7063|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:02.2327|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:04.7683|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:07.2736|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:09.7814|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:12.3116|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:14.8394|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:17.3482|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:19.8772|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:22.3881|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:24.9044|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:27.4312|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:29.9544|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:32.4832|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:35.0179|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:37.5311|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:40.0579|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:42.5835|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:45.1104|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:47.6398|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:50.1616|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:52.6804|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:55.2158|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:56:57.7311|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:00.2638|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:02.7798|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:05.2979|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:07.8382|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:10.3613|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:12.8866|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:15.4005|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:17.9321|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:20.4423|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:22.9596|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:25.4855|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:28.0075|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:30.5350|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:33.0685|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:35.5920|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:38.1218|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:40.6495|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:43.1830|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:45.6932|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:48.2183|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:50.7392|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:53.2471|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:55.7602|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:57:58.2717|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:00.8062|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:03.3222|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:05.8461|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:08.3779|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:10.9043|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:13.4315|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:15.9501|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:18.4660|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:20.9889|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:23.5133|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:26.0360|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:28.5440|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:31.0558|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:31.5760|Info|| "auto_run()" "Wait for temperature... 1" |function_name=auto_run(), message=Wait for temperature... 1 
2023-06-21 13:58:32.0917|Info|| "auto_run()" "Wait for temperature... 2" |function_name=auto_run(), message=Wait for temperature... 2 
2023-06-21 13:58:32.6072|Info|| "auto_run()" "Wait for temperature... 3" |function_name=auto_run(), message=Wait for temperature... 3 
2023-06-21 13:58:33.1254|Info|| "auto_run()" "Wait for temperature... 4" |function_name=auto_run(), message=Wait for temperature... 4 
2023-06-21 13:58:33.6381|Info|| "auto_run()" "Wait for temperature... 5" |function_name=auto_run(), message=Wait for temperature... 5 
2023-06-21 13:58:34.1536|Info|| "auto_run()" "Wait for temperature... 6" |function_name=auto_run(), message=Wait for temperature... 6 
2023-06-21 13:58:34.6704|Info|| "auto_run()" "Wait for temperature... 7" |function_name=auto_run(), message=Wait for temperature... 7 
2023-06-21 13:58:35.1855|Info|| "auto_run()" "Wait for temperature... 8" |function_name=auto_run(), message=Wait for temperature... 8 
2023-06-21 13:58:35.1855|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:58:35.1855|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:58:35.4255|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:35.4255|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:35.4255|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:35.4255|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:35.4255|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:58:35.4275|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:58:35.4275|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:35.4275|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:35.4275|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:35.4275|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:35.4275|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:58:35.4275|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8676uW_n1_1_n2_1_0.1s_150K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8676uW_n1_1_n2_1_0.1s_150K_0.1nm.csv 
2023-06-21 13:58:35.4275|Info|| "auto_run()" "Task13" |function_name=auto_run(), message=Task13 
2023-06-21 13:58:35.4275|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:58:36.7396|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:58:36.7396|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:58:36.9640|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:36.9640|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:36.9640|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:36.9640|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:36.9640|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:58:36.9640|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:58:36.9640|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:36.9640|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:36.9640|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:36.9640|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:36.9640|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:58:36.9640|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8304uW_n1_1_n2_2_0.1s_150K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8304uW_n1_1_n2_2_0.1s_150K_0.1nm.csv 
2023-06-21 13:58:36.9750|Info|| "auto_run()" "Task14" |function_name=auto_run(), message=Task14 
2023-06-21 13:58:36.9750|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:58:38.2653|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:58:38.2653|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:58:38.4829|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:38.4829|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:38.4829|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:38.4829|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:38.4829|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:58:38.4829|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:58:38.4829|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:38.4829|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:38.4829|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:38.4829|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:38.4829|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:58:38.4829|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8728uW_n1_1_n2_3_0.1s_150K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8728uW_n1_1_n2_3_0.1s_150K_0.1nm.csv 
2023-06-21 13:58:38.5194|Info|| "auto_run()" "Task15" |function_name=auto_run(), message=Task15 
2023-06-21 13:58:38.5194|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:58:39.8813|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:58:39.8813|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:58:40.1031|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:40.1031|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:40.1031|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:40.1031|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:40.1031|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:58:40.1031|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:58:40.1031|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:40.1031|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:40.1031|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:40.1031|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:40.1031|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:58:40.1031|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8591uW_n1_1_n2_4_0.1s_150K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8591uW_n1_1_n2_4_0.1s_150K_0.1nm.csv 
2023-06-21 13:58:40.1031|Info|| "auto_run()" "Task16" |function_name=auto_run(), message=Task16 
2023-06-21 13:58:40.1151|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:58:41.4778|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:58:41.4778|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:58:41.7033|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:41.7033|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:41.7033|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:41.7033|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:41.7033|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:58:41.7033|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:58:41.7033|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:41.7033|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:41.7033|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:41.7033|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:41.7033|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:58:41.7033|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8611uW_n1_1_n2_5_0.1s_150K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.8611uW_n1_1_n2_5_0.1s_150K_0.1nm.csv 
2023-06-21 13:58:41.7133|Info|| "auto_run()" "Task17" |function_name=auto_run(), message=Task17 
2023-06-21 13:58:41.7133|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:58:43.0754|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:58:43.0754|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:58:43.3044|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:43.3044|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:43.3044|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:43.3044|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:43.3044|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:58:43.3044|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:58:43.3044|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:43.3044|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:58:43.3044|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:43.3044|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:58:43.3044|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:58:43.3044|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.818uW_n1_1_n2_6_0.1s_150K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.818uW_n1_1_n2_6_0.1s_150K_0.1nm.csv 
2023-06-21 13:58:43.3416|Info|| "auto_run()" "Task18" |function_name=auto_run(), message=Task18 
2023-06-21 13:58:43.3416|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:58:47.1738|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:49.6997|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:52.2056|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:54.7265|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:57.2574|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:58:59.7851|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:02.3035|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:04.8322|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:07.3594|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:09.8872|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:12.3915|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:14.9220|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:17.4483|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:19.9673|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:22.4754|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:24.9955|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:27.5124|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:30.0309|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:32.5526|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:35.0714|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:37.5969|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:40.1195|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:42.6374|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:45.1496|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:47.6817|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:50.2009|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:52.7316|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:55.2462|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:59:57.7784|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:00.3084|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:02.8350|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:05.3563|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:07.8754|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:10.3809|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:12.9112|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:15.4330|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:17.9654|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:20.4855|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:22.9915|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:25.5096|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:28.0273|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:30.5585|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:33.0862|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:35.6196|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:38.1325|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:40.6513|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:43.1814|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:45.7130|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:48.2384|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:50.7524|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:53.2685|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:55.7934|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:00:58.3093|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:01:00.8382|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:01:03.3462|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:01:05.8717|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 14:01:08.3886|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
